"PaperTitle"	"Year"	"EstimatedCitation"	"Location"	"Longitude"	"Latitude"	"CitationCount"
"decreased neprilysin and pulmonary vascular remodeling in chronic obstructive pulmonary disease"	2011	29	"Denver, Colorado"	-104.989174	39.73715	29
"grey matter sublayer thickness estimation in the mouse cerebellum"	2015	1	"Munich"	11.57754	48.13641	1
"how does parenchymal stress distribution change during airway remodeling"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"hiv and aids an introduction"	2014	0	"Angers, France"	-0.55324	47.4707	0
"brain tissues atrophy is not always the best structural biomarker of physiological aging a multimodal cross sectional study"	2015	1	"Milan, Italy"	9.18109	45.46888	1
"correlations between x ray attenuation and gag content of different cartilage layers based on contrast agent enhanced micro ct"	2015	1	"Milan, Italy"	9.18109	45.46888	1
"quantification of muscle activity during sleep for patients with neurodegenerative diseases"	2015	1	"Milan, Italy"	9.18109	45.46888	1
"acute lung injury induces muscle weakness"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"pulmonary tumor thrombotic microangiopathy a clinicopathological and immunohistochemical review of autopsy cases"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"prediction of novel mirnas in airway epithelial brushings from asthmatics and healthy controls using high throughput sequencing"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"pleural effusion induced lung collapse is highly recruitable in normal pigs"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"therapeutic effect of lecithinized superoxide dismutase pc sod on idiopathic pulmonary fibrosis in humans and bleomycin induced pulmonary fibrosis in mice"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"yield of different bronchoscopic methods in diagnosing lung cancer retrospective analysis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"interstitial pneumonia and pulmonary fibrosis in platelet endothelial cell adhesion molecule pecam cd31 deficient mice"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"radiologic variability in airway dimensions in the normal lung"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"plasma autotaxin activity is a potential biomarker for idiopathic pulmonary fibrosis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"in vivo observation of the identical subpleural alveoli in the inspiratory and expiratory phase in the intact chest"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"increased susceptibility of gadd45α null mice in a model of radiation induced lung injury rili"	2009	0	"San Diego, California"	-117.1625	32.715	0
"microscopic polyangiitis presenting as pulmonary renal syndrome with onset during pregnancy"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"the relative roles of volutrauma and atelectrauma in a mouse model of ventilator induced lung injury"	2010	1	"New Orleans, Louisiana"	-90.07775	29.9537	1
"reduction of igg and iga but not igm gm csf autoantibody level in the serum strongly associated the remission of autoimmune pulmonary alveolar proteinosis apap"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"a 64 year old male with migratory pulmonary infiltrates"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"comparison of different case definitions for adrenal insufficiency in cirrhotic patients with septic shock"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"nadph oxidase 4 a novel pro fibrogenic mediator is upregulated in fibroblastic foci and in mesenchymal cells isolated from lungs of patients with idiopathic pulmonary fibrosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"a case of refractory septic shock in the setting of immune reconstitution inflammatory syndrome from disseminated non tuberculous mycobacteria"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"surgical lung biopsy in patients with swine influenza type a h1n1 severe acute respiratory failure morphological and ultrastructural analysis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"the frequency of mutations in the surfactant protein c gene sftpc is much higher in pediatric interstitial lung disease pild than either adult onset familial or sporadic interstitial pneumonia ip"	2009	0	"San Diego, California"	-117.1625	32.715	0
"serial muscle ultrasound can detect acute muscle loss in multi organ failure"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"isolation and characterization of peripheral muscle satellite cells from patients with copd"	2009	0	"San Diego, California"	-117.1625	32.715	0
"mutation analysis of the birt hogg dube gene in patients with multiple lung cysts"	2009	1	"San Diego, California"	-117.1625	32.715	1
"oxidative stress markers during the course of sarcoidosis corelation of measured values and different phase and stages of sarcoidosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"a mouse model for hot tub lung by usingmycobacterium aviumfrom the patient"	2009	0	"San Diego, California"	-117.1625	32.715	0
"cell type specific expression of apc in normal and naphthalene injured mouse lung"	2009	0	"San Diego, California"	-117.1625	32.715	0
"increased cell surface expression of respiratory syncytial virus receptor nucleolin in ciliated columnar airway epithelial cells from children with cystic fibrosis and asthma"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"mesenchymal cell progenitors in cystic fibrosis lung disease"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"quantitative ct square root of wall area at pi10 mm correlates with lung function and the development of bronchiolitis obliterans syndrome following allogeneic hematopoietic stem cell transplantation"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"increased collagen deposition was associated with increased leukocyte extravasation in murine lungs after intratracheal installation of bleomycin"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"multicentric castleman disease presenting as diffuse cystic changes in lungs a case report"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"eosinophilia and the lung a case of diagnostic challenge"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"unsuspected pulmonary tumor embolism diagnosed by endobronchial ultrasound in a patient with lung cancer"	2012	1	"San Francisco, California"	-122.429047	37.77986	1
"proposal of nice scoring system as a method for image scoring of pulmonary mycobacterium avium complex mac disease"	2012	2	"San Francisco, California"	-122.429047	37.77986	2
"nrf2 is closely related to bleomycin induced airway inflammation and lung fibrosis in mice"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"detection of increased airway resistance with ios post exercise in a group of non asthmatic obese children"	2009	0	"San Diego, California"	-117.1625	32.715	0
"lone emphysema with normal spirometry lens a distinct smoking related phenotype"	2009	0	"San Diego, California"	-117.1625	32.715	0
"high resolution computed tomography in children with sftpc gene mutation and its relationship to histological findings from the open lung biopsies"	2009	0	"San Diego, California"	-117.1625	32.715	0
"correlation of high resolution computed tomography manifestations with cytokine single nucleotide polymorphisms in sarcoidosis subjects"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"mechanistic and therapeutic aspects of spin trap inhalation to protect the obese lung"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"post injury proteasomal inhibition protects against pulmonary and skin fibrosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"acute effects of cigarette smoking on neutrophil activation in peripheral blood by measurement of cell surface receptors in healthy subject and copd patients"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"prevalence of mitochondrial respiratory chain deficiency in skeletal muscle of chronic obstructive pulmonary disease patients"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"demographic ethiologic and pulmonary histopathological findings in patients with acute respiratory failure an autopsy study"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"chop deficient mice have augmented lung injury with hyperoxia"	2009	1	"San Diego, California"	-117.1625	32.715	1
"slope of oxygen pulse during exercise reveals pulmonary arterial hypertension pah in systemic sclerosis ssc"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"clinico radiologic pathological features in the lung involvement of igg4 related disease"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"are we over utilizing ctpa to evaluate suspected pulmonary embolism a retrospective analysis"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"effects of bacterial infection withpseudomonas aeruginosaon experimental pulmonary fibrosis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"does the mechanosensitive nf κb regulate ankrd1 in the muscular dystrophy with myositis mdm diaphragm"	2009	0	"San Diego, California"	-117.1625	32.715	0
"vascular profile of tissue factor expression in response to acid induced injury in mouse lung"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"trichosporon acquisition is linked to accelerated lung function decline in nontransplant cystic fibrosis patients"	2012	1	"San Francisco, California"	-122.429047	37.77986	1
"pulmonary lymphomatoid granulomatosis manifesting migratory lung nodules in association with cutaneous t cell lymphoma mycosis fungoides"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"a case of pleuropulmonary extramedullary hematopoiesis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"therapeutic efficacy of sutent and other broad spectrum receptor tyrosine kinase inhibitors rtki in bleomycin induced pulmonary fibrosis in mice"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"clinical and radiologic characterization of patients with non classifiable interstitial pneumonias"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"radiographic and pathologic correlation of lung disease due to rapidly growing mycobacteria"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"effects of rho kinase inhibition on airway and lung tissue mechanics in animals with chronic allergic inflammation"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"the effect of ozone on brain derived neurotrophic factor in lung lavage at early postnatal ages"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"gene expression and quantitative immunohistochemistry analysis of the small airways in copd implicates highly regulated t cell and b cell signatures involved in chronic inflammation"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"to develop the biomaker of lung cancer by the detection of metabolites expression pattern"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"serpine2 deficiency results in congenital airspace enlargement and dysregulation of emphysema related genes"	2009	0	"San Diego, California"	-117.1625	32.715	0
"predicting the probability of malignancy in patients with pulmonary nodules comparison of clinical judgment with two validated models"	2012	3	"San Francisco, California"	-122.429047	37.77986	3
"a case of sarcoidosis with multiple pulmonary cysts"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"clinical characteristics of late onset idiopathic pneumonia syndrome with severe restrictive lung deficit after hematopoietic stem cell transplantation"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"estradiol mediates acute lung injury and the lung release of inflammatory mediators"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"association of lung adenocarcinoma and radiographic emphysema"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"multifocal multinodular pneumocyte hyperplasia in tuberous sclerosis"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"corticosteroids induce vasoconstriction in porcine nasal mucosa"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"expression and role of mir 30 in idiopathic pulmonary fibrosis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"statins and interstitial lung abnormalities in smokers"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"in vivo quantification of lung morphometry in healthy and diseased mice with hyperpolarized 3he diffusion mri"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
